,ISO_A3,year,cluster,0,1,2,3,4,5,6,7,8,9
381,ZAF,2023,1.0,0.06843782,0.12398072,0.05147063,0.13963969,0.12731127,0.07534481,0.087781385,0.11141955,0.13993768,0.074676454
382,ZMB,2018,1.0,0.09414068,0.094508134,0.046317376,0.10737137,0.09202657,0.05883992,0.1740172,0.12228591,0.17162473,0.03886809
383,ZMB,2019,1.0,0.07525192,0.124610245,0.09349149,0.14257309,0.08844252,0.06523676,0.09637744,0.12267819,0.13237761,0.05896074
384,ZMB,2020,1.0,0.14950112,0.113623,0.1278089,0.10558951,0.07665581,0.045426022,0.08660942,0.10960698,0.14375581,0.041423433
385,ZMB,2021,1.0,0.07808299,0.16659905,0.049172968,0.11114966,0.11379925,0.07799249,0.10911847,0.09015871,0.14432034,0.059606075
386,ZMB,2022,1.0,0.06566465,0.16968068,0.14663245,0.10153841,0.07834568,0.092979364,0.106580876,0.070559725,0.09559808,0.07242008
387,ZMB,2023,1.0,0.04120364,0.10766165,0.040949002,0.138538,0.11433234,0.07158258,0.1142445,0.15880747,0.15876588,0.05391493
388,ZWE,2018,1.0,0.093296126,0.10406662,0.071893446,0.15983629,0.06845067,0.050913207,0.13107972,0.11572068,0.14203817,0.06270507
389,ZWE,2019,1.0,0.08496748,0.09661532,0.05118251,0.18190059,0.089097776,0.059701797,0.09436327,0.123100474,0.13291363,0.08615717
390,ZWE,2020,1.0,0.08597807,0.12618913,0.049370967,0.14944385,0.08378184,0.06515794,0.10098844,0.131699,0.13818067,0.069210105
391,ZWE,2021,1.0,0.078254074,0.11256369,0.05530523,0.13154358,0.10741216,0.06164944,0.09151175,0.14319219,0.1281326,0.0904353
392,ZWE,2022,1.0,0.071655706,0.08794054,0.045513924,0.10103681,0.12050039,0.04133413,0.0723307,0.11355473,0.2506205,0.095512554
393,ZWE,2023,1.0,0.049771976,0.13143381,0.073369116,0.21486992,0.09322629,0.03808586,0.11154958,0.103033535,0.11800154,0.066658355
