,ADMIN,date,tweets_num,score
265,Armenia,2021-12-31,5,0.6464736
266,Armenia,2022-01-31,2,0.6818555
267,Armenia,2022-04-30,7,0.41496242857142857
268,Armenia,2022-05-31,7,0.6700788571428572
269,Armenia,2022-06-30,1,0.09387
270,Armenia,2022-07-31,3,0.740867
271,Armenia,2022-08-31,5,0.79392
272,Armenia,2022-10-31,1,0.259593
273,Armenia,2022-11-30,9,0.6251713333333333
274,Armenia,2022-12-31,8,0.322590375
275,Armenia,2023-01-31,23,0.6507772608695652
276,Armenia,2023-02-28,7,0.5042157142857143
277,Armenia,2023-03-31,5,0.6921238
278,Armenia,2023-04-30,18,0.6373507222222222
279,Armenia,2023-05-31,4,0.39897150000000003
280,Armenia,2023-06-30,3,0.3646043333333333
281,Aruba,2018-12-31,1,0.769697
282,Aruba,2019-01-31,1,0.087976
283,Aruba,2020-11-30,1,0.845151
284,Aruba,2020-12-31,1,0.766727
285,Aruba,2021-04-30,1,0.743658
286,Aruba,2021-12-31,2,0.6105860000000001
287,Aruba,2022-02-28,6,0.6556126666666667
288,Aruba,2022-03-31,2,0.560893
289,Aruba,2022-04-30,1,0.577223
290,Aruba,2022-05-31,1,0.336462
291,Aruba,2023-05-31,1,0.86713
292,Australia,2012-03-31,1,0.226732
293,Australia,2013-01-31,6,0.7601106666666667
294,Australia,2013-02-28,9,0.7431833333333333
295,Australia,2013-03-31,10,0.6526126999999999
296,Australia,2013-04-30,10,0.6298757
297,Australia,2013-05-31,18,0.7380122777777778
298,Australia,2013-06-30,25,0.71101312
299,Australia,2013-07-31,11,0.6009527272727273
300,Australia,2013-09-30,4,0.7629202500000001
301,Australia,2013-10-31,22,0.7600723181818182
302,Australia,2013-11-30,14,0.7725822857142857
303,Australia,2013-12-31,8,0.8095575
304,Australia,2014-01-31,6,0.6868621666666667
305,Australia,2014-02-28,11,0.6856471818181819
306,Australia,2014-03-31,21,0.7271639523809524
307,Australia,2014-04-30,24,0.7400993333333333
308,Australia,2014-10-31,65,0.7105572153846154
309,Australia,2014-11-30,36,0.7666590555555556
310,Australia,2014-12-31,29,0.7545239655172413
311,Australia,2015-01-31,19,0.6828699473684211
312,Australia,2015-02-28,16,0.6324035
313,Australia,2015-03-31,27,0.5385934814814815
314,Australia,2015-04-30,18,0.7354322777777778
315,Australia,2015-05-31,9,0.7390298888888889
316,Australia,2015-06-30,13,0.7537446923076924
317,Australia,2015-07-31,27,0.7266489259259259
318,Australia,2015-08-31,24,0.7831057499999999
319,Australia,2015-09-30,12,0.81274225
320,Australia,2015-10-31,14,0.7968432857142858
321,Australia,2015-11-30,24,0.7944442083333333
322,Australia,2015-12-31,11,0.8156491818181819
323,Australia,2016-01-31,8,0.749764375
324,Australia,2016-02-29,13,0.7861523076923077
325,Australia,2016-03-31,9,0.751484
326,Australia,2016-04-30,16,0.7526638125
327,Australia,2016-05-31,9,0.8135075555555555
328,Australia,2016-06-30,6,0.6398938333333333
329,Australia,2016-07-31,5,0.704174
330,Australia,2016-08-31,9,0.8033546666666667
331,Australia,2016-09-30,10,0.8466159
332,Australia,2016-10-31,14,0.8317400714285714
333,Australia,2016-11-30,14,0.7973847857142857
334,Australia,2016-12-31,12,0.7537185833333333
335,Australia,2017-01-31,17,0.7574871764705882
336,Australia,2017-02-28,20,0.7375711
337,Australia,2017-03-31,19,0.7494517368421052
338,Australia,2017-04-30,12,0.7883801666666667
339,Australia,2017-05-31,12,0.7646835833333333
340,Australia,2017-06-30,3,0.7962786666666667
341,Australia,2017-07-31,24,0.7499377916666666
342,Australia,2017-08-31,11,0.777970909090909
343,Australia,2017-09-30,2,0.9262330000000001
344,Australia,2017-10-31,10,0.6020547
345,Australia,2017-11-30,4,0.74241725
346,Australia,2017-12-31,4,0.6141175
347,Australia,2018-01-31,7,0.7411854285714286
348,Australia,2018-02-28,11,0.6698466363636363
349,Australia,2018-03-31,5,0.6819952
350,Australia,2018-04-30,22,0.6871234090909091
351,Australia,2018-05-31,13,0.667754
352,Australia,2018-06-30,30,0.7730554000000001
353,Australia,2018-07-31,90,0.7157614666666666
354,Australia,2018-08-31,117,0.7203489316239317
355,Australia,2018-09-30,91,0.7327603626373626
356,Australia,2018-10-31,24,0.7565666666666666
357,Australia,2018-11-30,40,0.794661275
358,Australia,2018-12-31,164,0.7205398536585366
359,Australia,2019-01-31,85,0.690730505882353
360,Australia,2019-02-28,146,0.7362071301369864
361,Australia,2019-03-31,75,0.68849464
362,Australia,2019-04-30,120,0.6688750750000001
363,Australia,2019-05-31,115,0.6836973826086956
364,Australia,2019-06-30,29,0.6324814482758621
365,Australia,2019-07-31,90,0.7382773555555556
366,Australia,2019-08-31,100,0.7742616800000001
367,Australia,2019-09-30,41,0.6745263658536585
368,Australia,2019-10-31,96,0.68743803125
369,Australia,2019-11-30,55,0.6457143818181819
370,Australia,2019-12-31,59,0.6874813898305084
371,Australia,2020-01-31,79,0.6769481392405063
372,Australia,2020-02-29,80,0.6160319375000001
373,Australia,2020-03-31,49,0.610447306122449
374,Australia,2020-04-30,46,0.7349454565217391
375,Australia,2020-05-31,54,0.7338833148148148
376,Australia,2020-06-30,57,0.7338220175438597
377,Australia,2020-07-31,54,0.7180499444444444
378,Australia,2020-08-31,63,0.713464619047619
379,Australia,2020-09-30,49,0.7495596734693877
380,Australia,2020-10-31,46,0.6917129782608695
381,Australia,2020-11-30,83,0.7081160722891566
382,Australia,2020-12-31,98,0.706893081632653
383,Australia,2021-01-31,102,0.6306431862745098
384,Australia,2021-02-28,98,0.6348960102040816
385,Australia,2021-03-31,81,0.6605244814814815
386,Australia,2021-04-30,80,0.590068425
387,Australia,2021-05-31,149,0.632686899328859
388,Australia,2021-06-30,79,0.6994121898734177
389,Australia,2021-07-31,124,0.6721088548387096
390,Australia,2021-08-31,166,0.6774836987951808
391,Australia,2021-09-30,135,0.6537793925925925
392,Australia,2021-10-31,129,0.64593703875969
